,posteam_type,yardline_100,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,drive,qtr,goal_to_go,ydstogo,desc,shotgun,no_huddle,qb_dropback,qb_scramble,posteam_timeouts_remaining,defteam_timeouts_remaining,score_differential,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,penalty,pass,run,4th_down_conversion,scoring_prob
5944,0.0,1.0,434.0,1334.0,3134.0,2,1,1.0,1,(7:14) C.Portis left end to DET 1 for no gain (D.Levy; L.Foote).,0,0,0.0,0,2.0,2.0,0.0,0.0017465781348009735,0.03123677241702145,0.003505793638635309,0.04782555956423748,0.5587051649898123,0.01466719059283282,0.3423129406626597,0.0,0,1,0.0,0.1912520079910791
6105,0.0,36.0,8.0,8.0,8.0,20,4,0.0,10,(:08) J.Campbell pass short middle to S.Moss to DET 30 for 6 yards. Lateral to A.Randle El to DET 32 for -2 yards. Lateral to L.Betts to DET 23 for 9 yards (L.Foote).,0,0,1.0,0,0.0,1.0,-5.0,0.5638631284966358,0.03430735828406903,0.0006310750868299143,0.024515004802649454,0.3171793569837912,0.0008741100646349336,0.058629966281389875,0.0,1,0,1.0,0.0185962150051126
6184,1.0,16.0,67.0,67.0,1867.0,11,2,0.0,1,(1:07) K.Walter left end to JAC 5 for 11 yards (D.Smith; B.Russell). JAC-T.Knighton was injured during the play.,0,0,0.0,0,3.0,2.0,-3.0,0.33122308076866663,0.01886603568931631,0.00017294369997742374,0.014627832394762985,0.5473469045041917,0.0008444403674783391,0.08691876257560666,0.0,0,1,1.0,0.04757471563909308
6234,0.0,12.0,900.0,900.0,900.0,15,4,0.0,1,"(15:00) M.Jones-Drew left end to HOU 8 for 4 yards (D.Barber, B.Cushing).",0,0,0.0,0,2.0,2.0,0.0,0.014062509068349776,0.03489961904009773,0.0001519885045064318,0.0566199001740165,0.7297069526306065,0.0036462369868613172,0.16091279359556193,0.0,0,1,1.0,0.11741918425389526
6332,0.0,36.0,590.0,590.0,2390.0,9,2,0.0,1,"(9:50) (Shotgun) S.Hill pass short right to J.Morgan ran ob at MIN 11 for 25 yards (A.Winfield). PENALTY on MIN-E.Henderson, Roughing the Passer, 6 yards, enforced at MIN 11. Penalty on MIN-R.Edwards, Defensive Offside, declined.",1,0,1.0,0,2.0,2.0,-10.0,0.10472051534587047,0.09559410998005097,0.0007347035967906755,0.14895680380762724,0.3796484293810623,0.005012177876457169,0.26533326001214114,1.0,1,0,1.0,0.1007333554261664
6437,1.0,47.0,115.0,115.0,115.0,25,4,0.0,5,(1:55) (Shotgun) B.Favre pass incomplete short right to P.Harvin (D.Bly).,1,0,1.0,0,3.0,1.0,-3.0,0.5721709208517322,0.058918469972146725,0.0013207016698970945,0.042425565418862415,0.2320266686557149,0.0010925333679167655,0.09204514006372996,0.0,1,0,0.0,0.02135692721493594
6509,0.0,34.0,626.0,626.0,2426.0,5,2,0.0,3,(10:26) M.Ryan pass short right to R.White pushed ob at NE 27 for 7 yards (T.Wheatley).,0,0,1.0,0,2.0,2.0,-7.0,0.08514327386152927,0.09189664536104704,0.0007483665933360448,0.13997209120351167,0.4726775793104962,0.005128075119335857,0.20443396855074372,0.0,1,0,1.0,0.09663135338340365
6570,1.0,76.0,319.0,1219.0,1219.0,12,3,0.0,1,"(5:19) S.Morris up the middle to NE 26 for 2 yards (C.Lofton, J.Anderson).",0,0,0.0,0,3.0,3.0,6.0,0.01411666367391482,0.255250463223825,0.005141229220793898,0.3883630137581244,0.05914801140243159,0.004266567333468138,0.2737140513874421,0.0,0,1,1.0,0.01618964183247017
6579,1.0,37.0,55.0,955.0,955.0,12,3,0.0,3,(:55) (Shotgun) T.Brady pass deep right to R.Moss ran ob at ATL 16 for 21 yards.,1,0,1.0,0,3.0,2.0,6.0,0.02639174869816047,0.1119367421828433,0.0009839129269005088,0.1720173683345344,0.4569791507281538,0.005741456333837715,0.2259496207955698,0.0,1,0,1.0,0.10325426581850788
6622,1.0,33.0,120.0,120.0,120.0,18,4,0.0,1,(2:00) T.Brady pass short left to R.Moss to ATL 25 for 8 yards (C.Houston).,0,0,1.0,0,1.0,1.0,16.0,0.41524439657863504,0.05440606929921318,0.00038660249389087015,0.08357953236894718,0.2746872764772334,0.0031012183752121,0.16859490440686836,0.0,1,0,1.0,0.046310875119462185
6759,1.0,28.0,445.0,445.0,445.0,19,4,0.0,3,(7:25) (Shotgun) J.Johnson pass short left to S.Stroughter to NYG 20 for 8 yards (C.Brown) [T.Thomas].,1,0,1.0,0,1.0,2.0,-24.0,0.13594445042046918,0.06594005478193203,0.00046414261727407616,0.10046615888824602,0.5222847267133433,0.004365987922160477,0.17053447865657487,0.0,1,0,1.0,0.08906755358035168
6764,1.0,5.0,360.0,360.0,360.0,19,4,1.0,5,(6:00) (Shotgun) J.Johnson pass incomplete short left to S.Stroughter.,1,0,1.0,0,1.0,2.0,-24.0,0.06284950912053637,0.01678497062965823,0.00018018784298430847,0.02066913759060139,0.7748223339539879,0.003214074611217257,0.12147978625101448,0.0,1,0,0.0,0.09412525151124261
6826,1.0,44.0,718.0,718.0,2518.0,7,2,0.0,1,(11:58) (Shotgun) K.Kolb pass incomplete short right to D.Jackson (M.Vrabel).,1,0,1.0,0,2.0,3.0,14.0,0.07716497314335809,0.12914185766037814,0.0012034994512754634,0.2002907267232298,0.29051013811948184,0.00538729354711473,0.2963015113551617,0.0,1,0,0.0,0.08607859298879925
6889,0.0,60.0,403.0,1303.0,1303.0,15,3,0.0,2,(6:43) Direct snap to #47 J. McGraw (Punt formation) J.McGraw left end to KC 44 for 4 yards (E.Buckley).,0,0,0.0,0,3.0,3.0,-20.0,0.00974216899715207,0.2142137868026534,0.0031513477811499183,0.3277298933206194,0.16339672200768995,0.005683542373957222,0.2760825387167782,0.0,0,1,1.0,0.045110981829882706
6931,0.0,17.0,147.0,147.0,147.0,23,4,0.0,7,(2:27) (Shotgun) M.Cassel pass short middle to T.Copper to PHI 9 for 8 yards (V.Harris).,1,0,1.0,0,2.0,3.0,-27.0,0.2350954252634216,0.03120616391828885,0.00018242041928656148,0.04666837834181154,0.5974137420188789,0.0028381415571158155,0.08659572848119672,0.0,1,0,1.0,0.051733478194802535
7040,1.0,44.0,625.0,1525.0,1525.0,14,3,0.0,1,(10:25) K.Boller up the middle to GB 42 for 2 yards (R.Pickett).,0,0,0.0,0,3.0,3.0,-9.0,0.003247573548052261,0.14408539046106028,0.0013586831312634366,0.2304013839223041,0.30789178195632066,0.006035735634110881,0.3069794513468883,0.0,0,1,1.0,0.09451645029916708
7108,1.0,31.0,153.0,153.0,153.0,24,4,0.0,5,(2:33) (Shotgun) K.Boller pass incomplete short left to D.Fells.,1,0,1.0,0,3.0,2.0,-19.0,0.3543936972141999,0.055328171988092346,0.00043741487034008885,0.08205559446570339,0.3827698571113552,0.0033639775361831753,0.12165128681412585,0.0,1,0,0.0,0.046564445671255436
7151,0.0,28.0,202.0,1102.0,2902.0,3,1,0.0,2,"(3:22) D.Brees pass short right to R.Bush to BUF 28 for no gain (K.Mitchell, C.Kelsay). Screen pass, caught at BUF 32.",0,0,1.0,0,3.0,3.0,7.0,0.011401638333105448,0.07847324366725303,0.0005364781890287411,0.12377881165853408,0.5700884296762123,0.005204229635338053,0.2105171688405285,0.0,1,0,0.0,0.12001340220417896
7162,1.0,25.0,896.0,896.0,2696.0,4,2,0.0,6,"(14:56) (Field Goal formation) B.Moorman pass deep left to R.Denney for 25 yards, TOUCHDOWN. Caught along sideline at NO 6.",0,0,1.0,0,3.0,3.0,-7.0,0.0215010150524992,0.06477848900992457,0.0004565612785380615,0.0990845398742084,0.6638545736722812,0.004699271689004646,0.1456255494235439,0.0,1,0,1.0,0.09667418702835844
7228,0.0,55.0,559.0,1459.0,1459.0,14,3,0.0,1,(9:19) D.Brees right end pushed ob at NO 47 for 2 yards (T.McGee).,0,0,0.0,0,3.0,3.0,3.0,0.0049257623154580175,0.18821394632011085,0.0023051510249092843,0.2963046806905079,0.18693676830391392,0.005750348451818368,0.3155633428932816,0.0,0,1,1.0,0.05899039151564992
7290,1.0,86.0,145.0,145.0,145.0,23,4,0.0,23,"(2:25) (No Huddle, Shotgun) T.Edwards pass short left to F.Jackson to BUF 26 for 12 yards (W.Smith, S.Fujita). Dump pass, caught at BUF 15.",1,1,1.0,0,2.0,2.0,-13.0,0.5339771739599175,0.15502106376749347,0.0052663102094209074,0.20747284251409,0.02695889827144422,0.0019614352619426877,0.06934227601569135,0.0,1,0,0.0,0.0018693913650174295
7379,0.0,1.0,120.0,120.0,1920.0,9,2,1.0,1,"(2:00) J.Cutler pass short right to G.Olsen for 1 yard, TOUCHDOWN [D.Grant].",0,0,1.0,0,2.0,3.0,-13.0,0.18277361022524066,0.023610055427309214,0.002603250415072613,0.0345244183811981,0.4562306905111621,0.011016914457922387,0.2892410605820951,0.0,1,0,1.0,0.1319606487935501
7478,1.0,43.0,52.0,52.0,52.0,24,4,0.0,1,(:52) S.Wallace pass short right to J.Owens to CHI 37 for 6 yards (A.Ogunleye).,0,0,1.0,0,2.0,1.0,-6.0,0.6159090627224818,0.04416751544383602,0.0007708531000845193,0.03314223524707557,0.19360039816916427,0.0009117609868809538,0.11149817433047696,0.0,1,0,1.0,0.02158609094551523
7483,1.0,29.0,30.0,30.0,30.0,24,4,0.0,2,(:30) (Shotgun) S.Wallace pass incomplete short right to J.Jones.,1,0,1.0,0,1.0,1.0,-6.0,0.498682593814425,0.028891535859720117,0.000385688596397517,0.02166049986669895,0.3648365195372805,0.0008934626606489172,0.08464969966482894,0.0,1,0,0.0,0.030883301805592293
7559,0.0,35.0,75.0,75.0,1875.0,8,2,0.0,4,"(1:15) (Shotgun) B.Roethlisberger pass incomplete short left to S.Holmes [J.Fanene]. Penalty on PIT-M.Starks, Offensive Holding, declined.",1,0,1.0,0,0.0,3.0,13.0,0.5048414700918901,0.03848842121229835,0.000633918480328432,0.02822265174477832,0.34358792978863056,0.0010054671695544747,0.08322014151251984,0.0,1,0,0.0,0.02859343613900357
7600,1.0,62.0,92.0,992.0,992.0,14,3,0.0,3,"(1:32) (Punt formation) C.Crocker left end to PIT 41 for 21 yards (L.Sweed, J.Burnett).",0,0,0.0,0,3.0,3.0,-11.0,0.03406488090833707,0.21988109352149587,0.0035109517663954623,0.3284409333291873,0.15549773194921587,0.005509827192268163,0.2530945813331001,0.0,0,1,1.0,0.03935563336593341
7638,1.0,20.0,60.0,60.0,60.0,18,4,0.0,2,(1:00) (Shotgun) C.Palmer pass short right to L.Coles to PIT 15 for 5 yards (I.Taylor).,1,0,1.0,0,2.0,2.0,-5.0,0.3669142598049823,0.021790377689396987,0.00023478733501446495,0.01653156239743221,0.5158150575113825,0.0008722947731399867,0.07784166048865157,0.0,1,0,1.0,0.04015190058173532
7644,1.0,15.0,36.0,36.0,36.0,18,4,0.0,10,(:36) (Shotgun) C.Palmer pass short right to B.Leonard to PIT 4 for 11 yards (J.Farrior).,1,0,1.0,0,1.0,1.0,-5.0,0.29166921102276017,0.015853137021267925,0.00017677109855822708,0.011627568614980485,0.6367436813020153,0.0007374791442265619,0.04319215179619137,0.0,1,0,1.0,0.027502329738062343
7800,0.0,59.0,244.0,244.0,244.0,17,4,0.0,4,(4:04) C.Henne pass short middle to D.Bess to SD 47 for 12 yards (S.Gregory).,0,0,1.0,0,3.0,2.0,-16.0,0.4144028391537173,0.12553885623977,0.0018972985324991773,0.18167031035686595,0.11857287535421145,0.003419332390935159,0.15449848797200094,0.0,1,0,1.0,0.018319329956718203
7817,1.0,4.0,35.0,35.0,35.0,18,4,1.0,4,(:35) D.Sproles right end to MIA 2 for 2 yards (W.Allen).,0,0,0.0,0,1.0,0.0,9.0,0.1985563481915361,0.00945073084816521,0.0002673852456060218,0.005844765461744523,0.7076248589250886,0.0009991769788101632,0.07725673434904938,0.0,0,1,0.0,0.05466878574475912
7839,0.0,1.0,316.0,1216.0,3016.0,2,1,1.0,1,(5:16) L.Jordan up the middle to OAK 1 for no gain (Team).,0,0,0.0,0,3.0,3.0,0.0,0.0027958928689493065,0.030964654249572506,0.0034692681840109672,0.047197565873060426,0.5580149607149959,0.014530576578493512,0.3430270815309174,0.0,0,1,0.0,0.19141424342465455
7911,1.0,51.0,502.0,1402.0,1402.0,11,3,0.0,1,"(8:22) J.Russell up the middle to 50 for 1 yard (Team). PENALTY on DEN-K.Peterson, Defensive Offside, 5 yards, enforced at 50.",0,0,0.0,0,3.0,3.0,-17.0,0.005917773239013264,0.1718144866984414,0.0019111855381291894,0.2711935186852976,0.2266403548220298,0.005885233204645846,0.31663744781244296,1.0,0,1,1.0,0.07176282352215402
7965,1.0,56.0,209.0,209.0,209.0,19,4,0.0,5,(3:29) (Shotgun) J.Russell pass short left to J.Fargas to OAK 44 for no gain (D.Williams).,1,0,1.0,0,2.0,3.0,-20.0,0.4411793559622319,0.11323087935912285,0.0016266181113616866,0.1633461744465401,0.1355324614250281,0.003363681510564291,0.14172082918515114,0.0,1,0,0.0,0.01920777281465949
7971,0.0,35.0,112.0,112.0,112.0,20,4,0.0,1,(1:52) K.Orton pass short middle to B.Marshall to OAK 18 for 17 yards (N.Asomugha).,0,0,1.0,0,3.0,1.0,20.0,0.4890454153724104,0.04104770914747277,0.0005924508935894843,0.031166989644493742,0.313869859863735,0.0010660548991640374,0.1232115201791345,0.0,1,0,1.0,0.038672382572222705
8136,1.0,27.0,428.0,428.0,428.0,24,4,0.0,1,(7:08) K.Warner pass short left to L.Fitzgerald to IND 17 for 10 yards (J.Lacey).,0,0,1.0,0,2.0,3.0,-21.0,0.1461228455844067,0.0626924268049477,0.00038781255245354734,0.0981382027893024,0.4724725136982298,0.0042508259380693685,0.2159353726325904,0.0,1,0,1.0,0.10202352830408393
8141,1.0,22.0,390.0,390.0,390.0,24,4,0.0,15,(6:30) (Shotgun) K.Warner sacked at 50 for -28 yards (R.Brock).,1,0,1.0,0,2.0,3.0,-21.0,0.11952257804976715,0.04628057943562654,0.00032902559647974986,0.06817130112787817,0.6684190311469776,0.0036639194467665438,0.0936135651965041,0.0,1,0,0.0,0.0625730885508617
8147,0.0,32.0,199.0,199.0,199.0,25,4,0.0,8,(3:19) P.Manning pass deep left to R.Wayne to ARI 15 for 17 yards (B.McFadden).,0,0,1.0,0,3.0,2.0,21.0,0.3150499500583572,0.061041767408256224,0.0005173050531294013,0.08955746742333129,0.4134130531323214,0.003614774583505996,0.11680568234109855,0.0,1,0,1.0,0.04828899375983763
8152,0.0,18.0,31.0,31.0,31.0,25,4,0.0,13,(:31) D.Brown right tackle to ARI 22 for -4 yards (C.Haggans).,0,0,0.0,0,3.0,2.0,21.0,0.3231093153700949,0.01795790525698741,0.00022054566354126406,0.013039011353354484,0.6019118767786376,0.0007674231473329541,0.042993922430051436,0.0,0,1,0.0,0.025878552539947423
8310,0.0,40.0,120.0,120.0,120.0,20,4,0.0,6,(2:00) (Shotgun) J.Delhomme pass short left to M.Muhammad to DAL 33 for 7 yards (M.Jenkins).,1,0,1.0,0,2.0,2.0,-12.0,0.4517521095526102,0.06845506038263423,0.0006822790861053793,0.09987479221833433,0.2578029785083025,0.003217797878606078,0.1182149823734072,0.0,1,0,1.0,0.03047617456017086
8380,1.0,1.0,659.0,659.0,2459.0,8,2,1.0,1,"(10:59) J.Cutler pass short middle to G.Olsen for 1 yard, TOUCHDOWN.",0,0,1.0,0,3.0,3.0,0.0,0.025304703731720668,0.029180408166805262,0.0032428701416225307,0.043549655144986835,0.5448460289322143,0.013654034802327249,0.34022229908032303,0.0,1,0,1.0,0.18536876860810217
8490,0.0,52.0,317.0,317.0,317.0,24,4,0.0,6,(5:17) (Shotgun) D.Culpepper pass incomplete short right to B.Pettigrew.,1,0,1.0,0,2.0,2.0,-17.0,0.32550487962656977,0.12495488165728348,0.0016629844962977832,0.18106424077905686,0.2005455453535742,0.004168502144561061,0.1620989659426569,0.0,1,0,0.0,0.032508225526220576
8533,0.0,35.0,239.0,1139.0,2939.0,3,1,0.0,3,(3:59) B.Scott right tackle to CLE 25 for 10 yards (D.Jackson).,0,0,0.0,0,2.0,3.0,0.0,0.012081381329821785,0.10587596782650682,0.0008896663772316529,0.1642321031606171,0.4914304725659549,0.00575643086906409,0.2197339778708037,0.0,0,1,1.0,0.10798397258384614
8620,1.0,1.0,104.0,1004.0,1004.0,16,3,1.0,1,"(1:44) D.Anderson right end for 1 yard, TOUCHDOWN.",0,0,0.0,0,1.0,2.0,-6.0,0.006498553006927975,0.03042492676607198,0.0033982577399933327,0.04600409729030192,0.5557399566811841,0.014261708139519462,0.3436725003760012,0.0,0,1,1.0,0.19099254047147315
8659,0.0,2.0,122.0,122.0,122.0,23,4,1.0,2,"(2:02) (Shotgun) C.Palmer pass short middle to C.Ochocinco for 2 yards, TOUCHDOWN [C.Williams].",1,0,1.0,0,2.0,0.0,-7.0,0.16849092402636284,0.01956314044171692,0.0007763334210874858,0.02648711683831084,0.5823568276052812,0.006347062454680999,0.19597859521255973,0.0,1,0,1.0,0.11412947298652583
8720,0.0,41.0,64.0,64.0,64.0,32,5,0.0,11,(1:04) (Shotgun) C.Palmer scrambles up the middle to CLE 26 for 15 yards (B.McDonald).,1,0,1.0,1,2.0,0.0,-1.0,0.5577686151833731,0.04513160418976943,0.0009446953587748543,0.03205233848191028,0.2960260736724297,0.0009970785394386287,0.06707959457430418,0.0,0,1,1.0,0.019857309005369687
8801,0.0,35.0,231.0,231.0,2031.0,12,2,0.0,9,(3:51) (Shotgun) J.Russell pass deep right to L.Murphy to HOU 16 for 19 yards (D.Barber).,1,0,1.0,0,1.0,3.0,-17.0,0.3081285773533477,0.07054601639404691,0.0006497839604615363,0.10296421619397568,0.39149615791627307,0.003836011027036818,0.12237923715485835,0.0,1,0,1.0,0.04791100115485146
8868,0.0,35.0,766.0,766.0,766.0,25,4,0.0,7,(12:46) (Shotgun) J.Russell pass incomplete deep right to D.Heyward-Bey.,1,0,1.0,0,2.0,3.0,-23.0,0.0500415190576483,0.0996466176667826,0.0009030577447747963,0.1493167819376429,0.5198974781473237,0.005427387805508378,0.17476715764031933,0.0,1,0,0.0,0.0908610045201778
9064,0.0,26.0,226.0,226.0,226.0,19,4,0.0,2,(3:46) (Shotgun) S.Wallace pass short left to J.Carlson pushed ob at IND 14 for 12 yards (J.Powers).,1,0,1.0,0,3.0,2.0,-31.0,0.2645228462384818,0.05078432351103418,0.00032679965776419875,0.07767538750700452,0.4487491389194646,0.00355056908950504,0.1543909350767457,0.0,1,0,1.0,0.0692827991726606
9243,0.0,10.0,337.0,337.0,337.0,22,4,0.0,5,"(5:37) (Shotgun) K.Collins scrambles left end for 10 yards, TOUCHDOWN.",1,0,1.0,1,2.0,3.0,-21.0,0.09592904114708288,0.02521039225024918,0.00012109291452272263,0.038604322110283286,0.7502204703629385,0.002800859323075025,0.08711382189184841,0.0,0,1,1.0,0.06535457243481577
9260,0.0,58.0,231.0,231.0,231.0,24,4,0.0,3,(3:51) (Shotgun) K.Collins pass incomplete deep right to M.Jones.,1,0,1.0,0,0.0,3.0,-20.0,0.4240088148864909,0.1191899920152919,0.0017108277536293846,0.17380590795608133,0.11707881847405673,0.00333637881380158,0.16086926010064814,0.0,1,0,0.0,0.0188343829013796
9360,0.0,35.0,811.0,1711.0,1711.0,15,3,0.0,3,"(13:31) (Shotgun) A.Bradshaw right end to KC 26 for 9 yards (J.Page, G.Dorsey). Direct snap to A.Bradshaw",1,0,0.0,0,3.0,3.0,14.0,0.0012279184346708461,0.10984073627244192,0.0009307259395995774,0.1741128336781583,0.4915984526633689,0.005989628489152599,0.2162997045226077,0.0,0,1,1.0,0.10633260005485783
9401,1.0,30.0,722.0,722.0,722.0,20,4,0.0,11,"(12:02) (Shotgun) M.Cassel pass short right to B.Engram to NYG 20 for 10 yards (C.Webster). Kansas City challenged the first down ruling, and the play was REVERSED. (Shotgun) M.Cassel pass short right to B.Engram to NYG 18 for 12 yards (C.Webster).",1,0,1.0,0,3.0,3.0,-24.0,0.04881840651301109,0.0784052301753368,0.0006580922053753808,0.11671266745095556,0.611901257266429,0.004937063668518669,0.13856728272037347,0.0,1,0,1.0,0.08478949451258924
9405,1.0,19.0,648.0,648.0,648.0,20,4,0.0,11,(10:48) (Shotgun) M.Cassel pass short right to D.Bowe to NYG 8 for 11 yards (C.Webster) [J.Tuck].,1,0,1.0,0,3.0,3.0,-24.0,0.041603324150064916,0.04393749514582351,0.0002833606507196924,0.06608217724583088,0.744351846894027,0.00379064808032004,0.09995114783321403,0.0,1,0,1.0,0.07439882148883079
9431,1.0,2.0,301.0,301.0,301.0,22,4,1.0,2,"(5:01) (Shotgun) M.Cassel pass short right to B.Wade for 2 yards, TOUCHDOWN.",1,0,1.0,0,2.0,3.0,-18.0,0.09015637672959394,0.021656327838842405,0.0008616483294262826,0.02952056279891784,0.6373610173421492,0.007032662047094553,0.21341140491397576,0.0,1,0,1.0,0.13602011014838894
9446,1.0,85.0,156.0,156.0,156.0,24,4,0.0,27,(2:36) (Shotgun) M.Cassel pass short middle to S.Ryan to KC 25 for 10 yards (A.Pierce).,1,0,1.0,0,0.0,3.0,-11.0,0.5235329479634079,0.1582148995165633,0.0053300513457987505,0.21126902158486732,0.03001434308629105,0.002061611123337144,0.06957712537973433,0.0,1,0,0.0,0.002088311712105235
9451,0.0,21.0,22.0,22.0,22.0,25,4,0.0,6,(:22) B.Jacobs right end to KC 18 for 3 yards (D.Williams).,0,0,0.0,0,3.0,0.0,11.0,0.3873744004664157,0.020802286226634936,0.00025483990553536656,0.015328624906311825,0.5193472135857594,0.0008129455088876639,0.056079689400455095,0.0,0,1,0.0,0.0291248304288812
9493,1.0,3.0,27.0,927.0,2727.0,4,1,0.0,1,"(:27) S.Morris up the middle to BAL 1 for 2 yards (R.Lewis, D.Ellerbe).",0,0,0.0,0,3.0,2.0,-4.0,0.008289049190380222,0.02083170577618377,7.322166444665808e-05,0.03419599206759465,0.8166522702811423,0.002817312726295716,0.11714044829395688,0.0,0,1,1.0,0.09566301304101064
9607,0.0,55.0,317.0,317.0,317.0,17,4,0.0,1,"(5:17) W.McGahee right guard to BAL 45 for no gain (G.Guyton, B.McGowan). measurement",0,0,0.0,0,1.0,2.0,-7.0,0.3304516904033325,0.1221765239978224,0.0014716035925121,0.1842018520769821,0.13050003355553538,0.0037108508861801188,0.22748744548763544,0.0,0,1,0.0,0.029687119269599452
9626,0.0,14.0,32.0,32.0,32.0,19,4,0.0,4,(:32) (Shotgun) J.Flacco pass incomplete short right to M.Clayton.,1,0,1.0,0,1.0,1.0,-7.0,0.3069314579678659,0.015667341114592084,0.00015626096502498993,0.011760462432007516,0.6103771555316618,0.0007470158807044308,0.05436030610814328,0.0,1,0,0.0,0.03318028901611892
9667,1.0,37.0,67.0,967.0,2767.0,7,1,0.0,4,(1:07) (Shotgun) J.Campbell pass short middle intended for M.Kelly INTERCEPTED by A.Talib (R.Barber) at TB 30. A.Talib to TB 46 for 16 yards (L.Betts).,1,0,1.0,0,3.0,1.0,-7.0,0.02494380907113979,0.1123335255260886,0.0010151198630622,0.1715106826132017,0.4729813152118562,0.005769410335138781,0.2114461373795125,0.0,1,0,0.0,0.10001007215422866
9733,1.0,36.0,370.0,1270.0,1270.0,16,3,0.0,2,(6:10) J.Campbell pass short middle to C.Cooley to TB 24 for 12 yards (A.Talib).,0,0,1.0,0,2.0,3.0,-7.0,0.007472996104020405,0.11093023186087912,0.0009200935154632684,0.17442030342462814,0.4553110665326951,0.005854402622875867,0.24509090593943805,0.0,1,0,1.0,0.11159260178074999
9850,1.0,1.0,269.0,269.0,2069.0,9,2,1.0,1,"(4:29) R.Brown right tackle for 1 yard, TOUCHDOWN.",0,0,0.0,0,3.0,3.0,6.0,0.10978483573576824,0.02597389952331179,0.002870128278135934,0.03819591021608315,0.4971693224611984,0.012129242997187996,0.3138766607883146,0.0,0,1,1.0,0.15604984678050976
9896,1.0,8.0,283.0,1183.0,1183.0,15,3,0.0,1,(4:43) R.Brown up the middle to BUF 7 for 1 yard (K.Mitchell).,0,0,0.0,0,2.0,3.0,20.0,0.0038096437141690673,0.02858044210627642,0.00011360863589640117,0.04709139531874382,0.7766568783392822,0.0033536354425247853,0.14039439644310733,0.0,0,1,1.0,0.10903827367783137
9912,0.0,3.0,895.0,895.0,895.0,16,4,0.0,2,"(14:55) (No Huddle, Shotgun) T.Edwards pass short right to J.Reed for 3 yards, TOUCHDOWN.",1,1,1.0,0,3.0,1.0,-27.0,0.008756671734754575,0.019854780754407043,7.453567011254167e-05,0.03201285100025132,0.8417329162772061,0.0026928903679910784,0.09487535419527733,0.0,1,0,1.0,0.07985970856962366
9946,0.0,20.0,123.0,123.0,123.0,22,4,0.0,12,"(2:03) (No Huddle, Shotgun) T.Edwards pass deep right intended for L.Evans INTERCEPTED by W.Allen at MIA -3. W.Allen to MIA 3 for 6 yards (L.Evans).",1,1,1.0,0,3.0,0.0,-27.0,0.2695472393576241,0.03423644298895912,0.00022627515186612765,0.05031232787383998,0.5645358558919186,0.0028635796380565345,0.07827827909773552,0.0,1,0,0.0,0.0441908952881866
